CD_MUN,cluster_final
2931608,6000
2931707,6000
2931806,6000
2931905,6000
2932002,6000
2932101,6000
2932200,6000
2932408,6000
2932457,6000
2932507,6000
2932606,6000
2932705,6000
2932804,6000
2932903,6000
2933000,6000
2933059,6000
2933109,6000
2933158,6000
2933174,6000
2933208,6000
2933257,6000
2933307,6000
2933406,6000
2933455,6000
2933505,6000
2933604,6000
3100104,6000
3100203,6000
3100302,6000
3100401,6000
3100500,6000
3100609,6000
3100807,6000
3100906,6000
3101003,6000
3101201,6000
3101300,6000
3101409,6000
3101508,6000
3101607,6000
3101631,6000
3101706,6000
3101805,6000
3101904,6000
3102001,6000
3102050,6000
3102100,6000
3102209,6000
3102308,6000
3102407,6000
3102506,6000
3102605,6000
3102704,6000
3102803,6000
3102852,6000
3102902,6000
3103009,6000
3103108,6000
3103207,6000
3103306,6000
3103405,6000
3103504,6000
3103603,6000
3103702,7000
3103801,7000
3104007,7000
3104106,7000
3104205,7000
3104304,7000
3104403,7000
3104502,7000
3104601,7000
3104700,7000
3104809,7000
3104908,7000
3105004,7000
3105103,7000
3105202,7000
3105301,7000
3105400,7000
3105509,7000
3105608,7000
3105707,7000
3105905,7000
3106002,7000
3106101,7000
3106200,7001
3106309,7000
3106408,7000
3106507,7000
3106606,7000
3106655,7000
3106705,7000
3106804,7000
3106903,7000
3107109,7000
3107208,7000
3107406,7000
3107505,7000
3107604,7000
3107703,7000
3107802,7000
3107901,7000
3108008,7000
3108107,7000
3108206,7000
3108305,7000
3108404,7000
3108503,7000
3108552,7000
3108602,7000
3108701,7000
3108800,7000
3108909,7000
3109006,7000
3109105,7000
3109204,7000
3109253,7000
3109303,7000
3109402,7000
3109451,7000
3109501,7000
3109600,7000
3109709,7000
3109808,7000
3110004,7000
3110103,7000
3110202,7000
3110301,7000
3110400,7000
3110509,7000
3110608,7000
3110707,7000
3110806,7000
3110905,7000
3111002,7000
3111101,7000
3111150,7000
3111200,7000
3111309,7000
3111408,7000
3111606,7000
3111705,7000
3111804,7000
3111903,7000
3112000,7000
3112059,7000
3112109,7000
3112208,7000
3112307,7000
3112406,7000
3112604,7000
3112653,7000
3112802,7000
3112901,7000
3113008,7000
3113107,7000
3113206,7000
3113305,7000
3113404,7000
3113503,7000
3113602,7000
3113701,7000
3113909,7000
3114006,7000
3114105,7000
3114204,7000
3114303,7000
3114402,7000
3114501,7000
3114550,7000
3114600,7000
3114709,7000
3114808,7000
3114907,7000
3115003,7000
3115102,7000
3115201,7000
3115300,7000
3115359,7000
3115409,7000
3115458,7000
3115474,7000
3115508,7000
3115607,7000
3115706,7000
3115805,7000
3115904,7000
3116001,7000
3116100,7000
3116159,7000
3116209,7000
3116308,7000
3116506,7000
3116605,7000
3116704,7000
3116803,7000
3116902,7000
3117009,7000
3117108,7000
3117207,7000
3117306,7000
3117405,7000
3117504,7000
3117603,7000
3117702,7000
3117801,7000
3117836,7000
3117876,7000
3117900,7000
3118007,7000
3118205,7000
3118304,7000
3118403,7000
3118502,7000
3118601,7000
3118700,7000
3118809,7000
3118908,7000
3119005,7000
3119104,7000
3119203,7000
3119302,7000
3119401,7000
3119500,7000
3119609,7000
3119708,7000
3119807,7000
3119906,7000
3119955,7000
3120003,7000
3120102,7000
3120151,7000
3120201,7000
3120300,7000
3120409,7000
3120508,7000
3120607,7000
3120706,7000
3120805,7000
3120839,7000
3120870,7000
3120904,7000
3121001,7000
3121100,7000
3121209,7000
3121258,7000
3121308,7000
3121407,7000
3121506,7000
3121605,7000
3121704,7000
3121803,7000
3121902,7000
3122009,7000
3122207,7000
3122306,7000
3122405,7000
3122454,7000
3122470,7000
3122504,7000
3122603,7000
3122702,7000
3122801,7000
3122900,7000
3123007,7000
3123106,7000
3123205,7000
3123304,7000
3123403,7000
3123502,7000
3123601,7000
3123700,7000
3123809,7000
3123858,7000
3123908,7000
3124005,7000
3124104,7000
3124203,7000
3124302,7000
3124401,7000
3124500,7000
3124609,7000
3124708,7000
3124807,7000
3124906,7000
3125002,7000
3125101,7000
3125200,7000
3125309,7000
3125408,7000
3125507,7000
3125606,7000
3125705,7000
3125804,7000
3125903,7000
3125952,7000
3126109,7000
3126208,7000
3126307,7000
3126406,7000
3126505,7000
3126604,7000
3126752,7000
3126802,7000
3126901,7000
3126950,7000
3127008,7000
3127057,7000
3127073,7000
3127107,7000
3127206,7000
3127339,7000
3127354,7000
3127370,7000
3127388,7000
3127404,7000
3127503,7000
3127602,7000
3127701,7000
3127800,7000
3127909,7000
3128006,7000
3128105,7000
3128204,7000
3128253,7000
3128303,7000
3128402,7000
3128501,7000
3128709,7000
3128808,7000
3128907,7000
3129004,7000
3129103,7000
3129202,7000
3129301,7000
3129400,7000
3129509,7000
3129608,7000
3129657,7000
3129707,7000
3129806,7000
3129905,7000
3130002,7000
3130051,7000
3130101,7000
3130200,7000
3130309,7000
3130408,7000
3130507,7000
3130556,7000
3130606,7000
3130655,7000
3130705,7000
3130804,7000
3130903,7000
3131109,7000
3131158,7000
3131208,7000
3131406,7000
3131505,7000
3131703,7000
3131802,7000
3131901,8000
3132008,8000
3132107,8000
3132206,8000
3132404,8000
3132503,8000
3132602,8000
3132701,8000
3132800,8000
3132909,8000
3133006,8000
3133105,8000
3133204,8000
3133303,8000
3133402,8000
3133501,8000
3133600,8000
3133709,8000
3133758,8000
3133808,8000
3133907,8000
3134004,8000
3134103,8000
3134202,8000
3134301,8000
3134400,8000
3134509,8000
3134608,8000
3134707,8000
3134806,8000
3134905,8000
3135001,8000
3135050,8000
3135076,8000
3135100,8000
3135357,8000
3135407,8000
3135456,8000
3135506,8000
3135605,8000
3135704,8000
3135803,8000
3135902,8000
3136009,8000
3136108,8000
3136306,8000
3136405,8000
3136504,8000
3136520,8000
3136553,8000
3136579,8000
3136603,8000
3136652,8000
3136702,8001
3136801,8000
3136900,8000
3136959,8000
3137007,8000
3137304,8000
3137403,8000
3137601,8000
3137809,8000
3137908,8000
3138005,8000
3138104,8000
3138203,8000
3138302,8000
3138351,8000
3138401,8000
3138500,8000
3138609,8000
3138625,8000
3138658,8000
3138674,8000
3138682,8000
3138708,8000
3138807,8000
3138906,8000
3139003,8000
3139102,8000
3139201,8000
3139250,8000
3139300,8000
3139409,8000
3139508,8000
3139607,8000
3139706,8000
3139805,8000
3139904,8000
3140001,8000
3140159,8000
3140209,8000
3140308,8000
3140407,8000
3140506,8000
3140530,8000
3140555,8000
3140605,8000
3140704,8000
3140803,8000
3140852,8000
3140902,8000
3141009,8000
3141108,8000
3141207,8000
3141306,8000
3141405,8000
3141504,8000
3141603,8000
3141702,8000
3141801,8000
3141900,8000
3142106,8000
3142205,8000
3142254,8000
3142502,8000
3142601,8000
3142700,8000
3142908,8000
3143005,8000
3143104,8000
3143153,8000
3143203,8000
3143302,8000
3143401,8000
3143450,8000
3143708,8000
3143807,8000
3143906,8000
3144003,8000
3144102,8000
3144201,8000
3144300,8000
3144359,8000
3144375,8000
3144409,8000
3144508,8000
3144607,8000
3144656,8000
3144706,8000
3144805,8000
3144904,8000
3145000,8000
3145109,8000
3145208,8000
3145307,8000
3145356,8000
3145372,8000
3145406,8000
3145505,8000
3145604,8000
3145703,8000
3145802,8000
3145851,8000
3146008,8000
3146107,8000
3146206,8000
3146255,8000
3146503,8000
3146552,8000
3146602,8000
3146701,8000
3146750,8000
3146909,8000
3147006,8000
3147105,8000
3147204,8000
3147303,8000
3147402,8000
3147501,8000
3147600,8000
3147709,8000
3147808,8000
3147907,8000
3147956,8000
3148004,8000
3148103,8000
3148202,8000
3148301,8000
3148400,8000
3148509,8000
3148608,8000
3148756,8000
3148806,8000
3148905,8000
3149002,8000
3149101,8000
3149150,8000
3149200,8000
3149309,8000
3149408,8000
3149507,8000
3149606,8000
3149705,8000
3149804,8000
3149903,8000
3149952,8000
3150000,8000
3150109,8000
3150158,8000
3150208,8000
3150307,8000
3150406,8000
3150505,8000
3150539,8000
3150570,8000
3150604,8000
3150703,8000
3150802,8000
3150901,8000
3151008,8000
3151107,8000
3151305,8000
3151404,8000
3151503,8000
3151602,8000
3151701,8000
3151800,8000
3151909,8000
3152006,8000
3152105,8000
3152131,8000
3152170,8000
3152204,8000
3152303,8000
3152402,8000
3152501,8000
3152600,8000
3152709,8000
3152907,8000
3153004,8000
3153103,8000
3153202,8000
3153301,8000
3153400,8000
3153509,8000
3153608,8000
3153806,8000
3153905,8000
3154002,8000
3154101,8000
3154150,8000
3154200,8000
3154309,8000
3154408,8000
3154457,8000
3154606,8000
3154804,8000
3154903,8000
3155009,8000
3155108,8000
3155207,8000
3155306,8000
3155405,8000
3155504,8000
3155603,8000
3155702,8000
3155801,8000
3155900,8000
3156007,8000
3156106,8000
3156205,8000
3156304,8000
3156403,8000
3156452,8000
3156502,8000
3156601,8000
3156700,8000
3156809,8000
3156908,8000
3157005,8000
3157104,8000
3157203,8000
3157252,8000
3157278,8000
3157302,8000
3157336,8000
3157377,8000
3157401,8000
3157500,8000
3157609,8000
3157658,8000
3157708,8000
3157807,8000
3157906,8000
3158003,8000
3158102,8000
3158201,8000
3158300,8000
3158409,8000
3158508,8000
3158607,8000
3158706,8000
3158805,8000
3158904,8000
3158953,8000
3159100,8000
3159209,8000
3159308,8000
3159357,8000
3159407,9000
3159506,9000
3159605,9000
3159704,9000
3159803,9000
3159902,9000
3160009,9000
3160108,9000
3160207,9000
3160306,9000
3160405,9000
3160454,9000
3160504,9000
3160603,9000
3160702,9000
3160801,9000
3160900,9000
3160959,9000
3161007,9000
3161056,9000
3161106,9000
3161205,9000
3161304,9000
3161403,9000
3161502,9000
3161601,9000
3161650,9000
3161809,9000
3161908,9000
3162005,9000
3162104,9000
3162203,9000
3162252,9000
3162302,9000
3162401,9000
3162450,9000
3162500,9000
3162559,9000
3162575,9000
3162609,9000
3162658,9000
3162708,9000
3162807,9000
3162906,9000
3162922,9000
3162948,9000
3162955,9000
3163102,9000
3163201,9000
3163300,9000
3163409,9000
3163508,9000
3163607,9000
3163706,9000
3163805,9000
3163904,9000
3164001,9000
3164100,9000
3164209,9000
3164308,9000
3164407,9000
3164431,9000
3164472,9000
3164506,9000
3164605,9000
3164704,9000
3164803,9000
3164902,9000
3165008,9000
3165107,9000
3165206,9000
3165305,9000
3165404,9000
3165503,9000
3165537,9000
3165552,9000
3165560,9000
3165578,9000
3165602,9000
3165701,9000
3165800,9000
3165909,9000
3166006,9000
3166105,9000
3166204,9000
3166303,9000
3166402,9000
3166501,9000
3166600,9000
3166709,9000
3166808,9000
3166907,9000
3167004,9000
3167103,9000
3167202,9000
3167301,9000
3167400,9000
3167509,9000
3167707,9000
3167806,9000
3167905,9000
3168002,9000
3168101,9000
3168200,9000
3168309,9000
3168408,9000
3168507,9000
3168606,9000
3168705,9000
3168804,9000
3168903,9000
3169000,9000
3169059,9000
3169109,9000
3169208,9000
3169307,9000
3169406,9000
3169505,9000
3169703,9000
3169802,9000
3169901,9000
3170008,9000
3170057,9000
3170107,9000
3170206,9000
3170305,9000
3170404,9000
3170438,9000
3170479,9000
3170503,9000
3170529,9000
3170578,9000
3170602,9000
3170651,9000
3170701,9000
3170750,9000
3170800,9000
3170909,9000
3171030,9000
3171071,9000
3171105,9000
3171154,9000
3171204,9000
3171303,9000
3171402,9000
3171600,9000
3171709,9000
3171808,9000
3172004,9000
3172103,9000
3172202,9000
3200102,9000
3200136,9000
3200169,9000
3200201,9000
3200409,9000
3200508,9000
3200706,9000
3200904,9000
3201100,9000
3201209,9000
3201308,9000
3201407,9000
3201506,9000
3201803,9000
3202009,9000
3202108,9000
3202256,9000
3202306,9000
3202553,9000
3202801,9000
3202900,9000
3203106,9000
3203163,9000
3203320,9000
3203346,9000
3203403,9000
3203502,9000
3203700,9000
3203809,9000
3203908,9000
3204005,9000
3204054,9000
3204104,9000
3204252,9000
3204302,9000
3204351,9000
3204500,9000
3204559,9000
3204609,9000
3204658,9000
3204708,9000
3204807,9000
3204906,9000
3205036,9000
3205101,9000
3205176,9000
3205200,9000
3300159,9000
3300209,9000
3300225,9000
3300258,9000
3300308,9000
3300407,9000
3300456,9000
3300506,9000
3300605,9000
3300704,9000
3300803,9000
3300902,9000
3300951,9000
3301009,9000
3301108,9000
3301157,9000
3301207,9000
3301405,9000
3301504,9000
3301603,9000
3301702,9000
3301801,9000
3301850,9000
3301900,9000
3302007,9000
3302056,9000
3302106,9000
3302205,9000
3302270,9000
3302304,9000
3302403,9000
3302452,9000
3302601,9000
3302700,9000
3302809,9000
3302858,9000
3302908,9000
3303005,9000
3303104,9000
3303401,9000
3303609,9000
3303708,9000
3303856,9000
3303906,9000
3303955,9000
3304003,9000
3304102,9000
3304110,9000
3304128,9000
3304151,9000
3304201,9000
3304300,9000
3304409,9000
3304508,9000
3304557,9001
3304607,9000
3304706,9000
3304755,9000
3304805,9000
3304904,9000
3305000,9000
3305109,9000
3305133,9000
3305158,9000
3305208,9000
3305307,9000
3305406,9000
3305505,9000
3305554,9000
3305604,9000
3305703,9000
3305752,9000
3305802,9000
3305901,9000
3306008,9000
3306107,9000
3306156,9000
3306206,9000
3306305,9000
3500105,9000
3500204,9000
3500303,9000
3500402,9000
3500501,9000
3500550,9000
3500600,9000
3500709,9000
3500758,9000
3500808,9000
3500907,9000
3501004,9000
3501103,9000
3501202,9000
3501301,9000
3501400,9000
3501509,9000
3501707,9000
3501806,9000
3501905,9000
3502101,9000
3502200,9000
3502309,9000
3502408,10000
3502507,10000
3502606,10000
3502705,10000
3502804,10000
3503000,10000
3503109,10000
3503158,10000
3503208,10000
3503307,10000
3503356,10000
3503406,10000
3503505,10000
3503604,10000
3503703,10000
3503901,10000
3503950,10000
3504008,10000
3504107,10000
3504206,10000
3504305,10000
3504404,10000
3504503,10000
3504602,10000
3504701,10000
3504800,10000
3504909,10000
3505005,10000
3505104,10000
3505203,10000
3505302,10000
3505351,10000
3505401,10000
3505500,10000
3505609,10000
3505708,10000
3505807,10000
3505906,10000
3506003,10000
3506102,10000
3506201,10000
3506300,10000
3506359,10000
3506409,10000
3506508,10000
3506607,10000
3506706,10000
3506805,10000
3506904,10000
3507100,10000
3507159,10000
3507209,10000
3507308,10000
3507407,10000
3507456,10000
3507506,10000
3507605,10000
3507704,10000
3507753,10000
3507803,10000
3507902,10000
3508009,10000
3508108,10000
3508207,10000
3508306,10000
3508405,10000
3508504,10000
3508603,10000
3508702,10000
3508801,10000
3508900,10000
3509106,10000
3509205,10000
3509304,10000
3509403,10000
3509452,10000
3509502,10001
3509700,10000
3509809,10000
3509908,10000
3509957,10000
3510005,10000
3510104,10000
3510153,10000
3510203,10000
3510302,10000
3510401,10000
3510708,10000
3510807,10000
3510906,10000
3511003,10000
3511102,10000
3511201,10000
3511300,10000
3511409,10000
3511508,10000
3511607,10000
3511706,10000
3511904,10000
3512001,10000
3512100,10000
3512209,10000
3512308,10000
3512407,10000
3512506,10000
3512605,10000
3512902,10000
3513009,10000
3513108,10000
3513207,10000
3513306,10000
3513405,10000
3513603,10000
3513702,10000
3513850,10000
3513900,10000
3514007,10000
3514106,10000
3514205,10000
3514304,10000
3514403,10000
3514502,10000
3514601,10000
3514700,10000
3514809,10000
3514908,10000
3514924,10000
3514957,10000
3515129,10000
3515152,10000
3515186,10000
3515194,10000
3515202,10000
3515301,10000
3515350,10000
3515400,10000
3515509,10000
3515608,10000
3515657,10000
3515707,10000
3515806,10000
3515905,10000
3516002,10000
3516101,10000
3516200,10000
3516507,10000
3516606,10000
3516705,10000
3516804,10000
3516903,10000
3517000,10000
3517109,10000
3517208,10000
3517307,10000
3517406,10000
3517505,10000
3517604,10000
3517703,10000
3517802,10000
3517901,10000
3518008,10000
3518107,10000
3518206,10000
3518305,10000
3518404,10000
3518503,10000
3518602,10000
3518859,10000
3518909,10000
3519006,10000
3519105,10000
3519204,10000
3519253,10000
3519303,10000
3519402,10000
3519501,10000
3519600,10000
3519709,10000
3519808,10000
3519907,10000
3520004,10000
3520103,10000
3520202,10000
3520301,10000
3520426,10000
3520442,10000
3520509,10000
3520608,10000
3520707,10000
3520806,10000
3520905,10000
3521002,10000
3521150,10000
3521200,10000
3521309,10000
3521408,10000
3521507,10000
3521606,10000
3521705,10000
3521804,10000
3521903,10000
3522000,10000
3522158,10000
3522307,10000
3522406,10000
3522604,10000
3522653,10000
3522703,10000
3522802,10000
3522901,10000
3523008,10000
3523107,10000
3523206,10000
3523404,10000
3523503,10000
3523602,10000
3523701,10000
3523800,10000
3523909,10000
3524006,10000
3524105,10000
3524204,10000
3524303,10000
3524402,10000
3524501,10000
3524600,10000
3524709,10000
3524808,10000
3525102,10000
3525201,10000
3525300,10000
3525409,10000
3525508,10000
3525607,10000
3525706,10000
3525805,10000
3525854,10000
3525904,10000
3526001,10000
3526100,10000
3526308,10000
3526407,10000
3526506,10000
3526605,10000
3526704,10000
3526803,10000
3526902,10000
3527009,10000
3527108,10000
3527207,10000
3527256,10000
3527306,10000
3527405,10000
3527504,10000
3527603,10000
3527702,10000
3527801,10000
3527900,10000
3528007,10000
3528106,10000
3528205,10000
3528304,10000
3528403,10000
3528601,10000
3528700,10000
3528809,10000
3528858,10000
3528908,10000
3529005,10000
3529104,10000
3529203,10000
3529302,10000
3529500,10000
3529609,10000
3529658,10000
3529708,10000
3529807,10000
3530003,10000
3530102,10000
3530201,10000
3530300,10000
3530409,10000
3530508,10000
3530607,10000
3530706,10000
3530805,10000
3530904,10000
3531001,10000
3531100,10000
3531209,10000
3531308,10000
3531407,10000
3531506,10000
3531605,10000
3531704,10000
3531803,10000
3531902,10000
3532009,10000
3532058,10000
3532108,10000
3532157,11000
3532207,11000
3532306,11000
3532405,11000
3532504,11000
3532603,11000
3532702,11000
3532801,11000
3532827,11000
3532843,11000
3532868,11000
3532900,11000
3533007,11000
3533106,11000
3533205,11000
3533254,11000
3533304,11000
3533502,11000
3533601,11000
3533700,11000
3533809,11000
3533908,11000
3534005,11000
3534104,11000
3534203,11000
3534302,11000
3534500,11000
3534609,11000
3534708,11000
3534757,11000
3534807,11000
3534906,11000
3535002,11000
3535101,11000
3535200,11000
3535309,11000
3535408,11000
3535507,11000
3535705,11000
3535804,11000
3535903,11000
3536000,11000
3536109,11000
3536208,11000
3536257,11000
3536307,11000
3536406,11000
3536505,11000
3536570,11000
3536604,11000
3536703,11000
3536802,11000
3536901,11000
3537008,11000
3537107,11000
3537156,11000
3537206,11000
3537305,11000
3537404,11000
3537503,11000
3537701,11000
3537800,11000
3537909,11000
3538006,11000
3538105,11000
3538204,11000
3538303,11000
3538501,11000
3538709,11000
3538808,11000
3538907,11000
3539004,11000
3539103,11000
3539202,11000
3539301,11000
3539400,11000
3539509,11000
3539608,11000
3539707,11000
3539806,11000
3539905,11000
3540002,11000
3540101,11000
3540200,11000
3540259,11000
3540309,11000
3540408,11000
3540507,11000
3540606,11000
3540705,11000
3540754,11000
3540804,11000
3540853,11000
3540903,11000
3541059,11000
3541109,11000
3541208,11000
3541406,11000
3541505,11000
3541604,11000
3541703,11000
3541802,11000
3541901,11000
3542008,11000
3542107,11000
3542206,11000
3542404,11000
3542503,11000
3542602,11000
3542701,11000
3542800,11000
3542909,11000
3543006,11000
3543105,11000
3543204,11000
3543238,11000
3543253,11000
3543303,11000
3543402,11000
3543501,11000
3543600,11000
3543709,11000
3543808,11000
3543907,11000
3544004,11000
3544103,11000
3544202,11000
3544251,11000
3544400,11000
3544509,11000
3544608,11000
3544707,11000
3544806,11000
3544905,11000
3545001,11000
3545100,11000
3545209,11000
3545308,11000
3545407,11000
3545506,11000
3545605,11000
3545704,11000
3545803,11000
3546009,11000
3546108,11000
3546256,11000
3546306,11000
3546405,11000
3546504,11000
3546603,11000
3546702,11000
3546801,11000
3546900,11000
3547007,11000
3547106,11000
3547205,11000
3547304,11000
3547403,11000
3547502,11000
3547601,11000
3547650,11000
3547700,11000
3547809,11000
3547908,11000
3548005,11000
3548054,11000
3548104,11000
3548203,11000
3548302,11000
3548401,11000
3548500,11000
3548609,11000
3548906,11000
3549003,11000
3549102,11000
3549201,11000
3549250,11000
3549300,11000
3549409,11000
3549508,11000
3549607,11000
3549706,11000
3549805,11000
3549904,11000
3550001,11000
3550100,11000
3550209,11000
3550308,11001
3550407,11000
3550506,11000
3550803,11000
3550902,11000
3551009,11000
3551108,11000
3551207,11000
3551306,11000
3551405,11000
3551504,11000
3551603,11000
3551702,11000
3551801,11000
3551900,11000
3552007,11000
3552106,11000
3552205,11000
3552304,11000
3552403,11000
3552551,11000
3552601,11000
3552700,11000
3552908,11000
3553005,11000
3553104,11000
3553203,11000
3553302,11000
3553401,11000
3553500,11000
3553609,11000
3553658,11000
3553708,11000
3553807,11000
3553856,11000
3553906,11000
3553955,11000
3554003,11000
3554102,11000
3554201,11000
3554300,11000
3554409,11000
3554508,11000
3554607,11000
3554656,11000
3554706,11000
3554755,11000
3554904,11000
3554953,11000
3555000,11000
3555109,11000
3555208,11000
3555307,11000
3555356,11000
3555406,11000
3555505,11000
3555604,11000
3555703,11000
3555802,11000
3555901,11000
3556008,11000
3556107,11000
3556206,11000
3556305,11000
3556354,11000
3556404,11000
3556602,11000
3556701,11000
3556909,11000
3556958,11000
3557006,11000
3557105,11000
3557154,11000
3557204,11000
3557303,11000
4100103,11000
4100202,11000
4100301,11000
4100459,11000
4100509,11000
4100608,11000
4100707,11000
4100806,11000
4100905,11000
4101002,11000
4101051,11000
4101101,11000
4101150,11000
4101200,11000
4101309,11000
4101408,11000
4101507,11000
4101606,11000
4101655,11000
4101705,11000
4101804,11000
4101853,11000
4101903,11000
4102000,11000
4102109,11000
4102208,11000
4102307,11000
4102406,11000
4102505,11000
4102604,11000
4102703,11000
4102752,11000
4102802,11000
4102901,11000
4103008,11000
4103024,11000
4103057,11000
4103107,11000
4103156,12000
4103206,12000
4103222,12000
4103305,12000
4103354,12000
4103370,12000
4103404,12000
4103479,12000
4103503,12000
4103602,12000
4103701,12000
4103800,12000
4103909,12000
4103958,12000
4104006,12000
4104055,12000
4104303,12000
4104402,12000
4104428,12000
4104451,12000
4104501,12000
4104600,12000
4104709,12000
4104808,12001
4105003,12000
4105102,12000
4105201,12000
4105300,12000
4105508,12000
4105607,12000
4105706,12000
4105805,12001
4105904,12000
4106001,12000
4106100,12000
4106209,12000
4106308,12000
4106407,12000
4106555,12000
4106571,12000
4106605,12000
4106704,12000
4106803,12000
4106852,12000
4107009,12000
4107108,12000
4107124,12000
4107207,12000
4107256,12000
4107306,12000
4107504,12000
4107520,12000
4107546,12000
4107553,12000
4107603,12000
4107702,12000
4107736,12000
4107751,12000
4107801,12000
4107850,12000
4107900,12000
4108007,12000
4108205,12000
4108320,12000
4108403,12000
4108502,12000
4108551,12000
4108601,12000
4108650,12000
4108700,12000
4108908,12000
4109005,12000
4109104,12000
4109203,12000
4109302,12000
4109401,12001
4109500,12000
4109609,12000
4109708,12000
4109757,12000
4109807,12000
4109906,12000
4110003,12000
4110052,12000
4110078,12000
4110102,12000
4110201,12000
4110300,12000
4110409,12000
4110607,12000
4110656,12000
4110706,12000
4110805,12000
4110904,12000
4111001,12000
4111100,12000
4111209,12000
4111258,12000
4111308,12000
4111506,12000
4111555,12000
4111605,12000
4111704,12000
4111803,12000
4111902,12000
4112108,12000
4112207,12000
4112306,12000
4112405,12000
4112504,12000
4112603,12000
4112702,12000
4112751,12000
4112801,12000
4112900,12000
4112959,12000
4113007,12000
4113106,12000
4113205,12000
4113254,12000
4113304,12000
4113403,12000
4113429,12000
4113452,12000
4113502,12000
4113601,12000
4113700,12001
4113734,12000
4113759,12000
4113809,12000
4113908,12000
4114005,12000
4114104,12000
4114203,12000
4114351,12000
4114500,12000
4114609,12000
4114708,12000
4114807,12000
4114906,12000
4115002,12000
4115101,12000
4115200,12001
4115309,12000
4115408,12000
4115457,12000
4115507,12000
4115606,12000
4115705,12000
4115739,12000
4115754,12000
4115804,12000
4115903,12000
4116000,12000
4116059,12000
4116109,12000
4116208,12000
4116307,12000
4116406,12000
4116505,12000
4116604,12000
4116703,12000
4116802,12000
4116901,12000
4116950,12000
4117008,12000
4117057,12000
4117107,12000
4117206,12000
4117214,12000
4117222,12000
4117255,12000
4117271,12000
4117297,12000
4117305,12000
4117453,12000
4117503,12000
4117602,12000
4117701,12000
4117800,12000
4117909,12000
4118006,12000
4118105,12000
4118204,12000
4118303,12000
4118402,12000
4118451,12000
4118501,12000
4118600,12000
4118709,12000
4118808,12000
4118857,12000
4118907,12000
4119004,12000
4119103,12000
4119152,12000
4119202,12000
4119251,12000
4119509,12000
4119608,12000
4119657,12000
4119707,12000
4119905,12001
4120002,12000
4120150,12000
4120200,12000
4120309,12000
4120333,12000
4120358,12000
4120408,12000
4120507,12000
4120655,12000
4120705,12000
4120804,12000
4120853,12000
4120903,12000
4121000,12000
4121109,12000
4121257,12000
4121307,12000
4121356,12000
4121406,12000
4121505,12000
4121604,12000
4121703,12000
4121802,12000
4121901,12000
4122008,12000
4122107,12000
4122172,12000
4122206,12000
4122404,12000
4122503,12000
4122602,12000
4122651,12000
4122701,12000
4122800,12000
4122909,12000
4123006,12000
4123105,12000
4123204,12000
4123303,12000
4123402,12000
4123501,12000
4123600,12000
4123709,12000
4123824,12000
4123857,12000
4123907,12000
4123956,12000
4124004,12000
4124020,12000
4124103,12000
4124202,12000
4124301,12000
4124400,12000
4124509,12000
4124608,12000
4124707,12000
4124806,12000
4124905,12000
4125001,12000
4125100,12000
4125209,12000
4125308,12000
4125357,12000
4125407,12000
4125456,12000
4125555,12000
4125605,12000
4125704,12000
4125753,12000
4125803,12000
4125902,12000
4126009,12000
4126108,12000
4126207,12000
4126306,12000
4126405,12000
4126504,12000
4126603,12000
4126702,12000
4126801,12000
4126900,12000
4127106,12000
4127205,12000
4127304,12000
4127403,12000
4127502,12000
4127700,12000
4127809,12000
4127858,12000
4127882,12000
4127908,12000
4127965,12000
4128005,12000
4128104,12000
4128203,12000
4128302,12000
4128401,12000
4128500,13001
4128534,13001
4128559,13001
4128609,13001
4128625,13001
4128658,13001
4128708,13001
4128807,13001
4200051,13001
4200101,13001
4200200,13001
4200309,13001
4200408,13001
4200507,13001
4200556,13001
4200606,13001
4200705,13001
4200754,13001
4200804,13001
4200903,13001
4201000,13001
4201109,13001
4201208,13001
4201257,13001
4201307,13001
4201406,13001
4201505,13001
4201604,13001
4201802,13001
4201901,13001
4201950,13001
4202073,13001
4202081,13001
4202099,13001
4202156,13001
4202206,13001
4202305,13001
4202404,13000
4202438,13001
4202503,13001
4202537,13001
4202578,13001
4202602,13001
4202701,13001
4202800,13001
4202875,13001
4202909,13001
4203006,13001
4203105,13001
4203154,13001
4203253,13001
4203402,13001
4203501,13001
4203600,13001
4203709,13001
4203808,13001
4203907,13001
4203956,13001
4204004,13001
4204103,13001
4204152,13001
4204178,13001
4204194,13001
4204202,13000
4204251,13001
4204301,13001
4204400,13001
4204459,13001
4204558,13001
4204608,13000
4204707,13001
4204756,13001
4204806,13001
4204905,13001
4205001,13001
4205100,13001
4205159,13001
4205175,13001
4205209,13001
4205308,13001
4205357,13001
4205431,13001
4205456,13001
4205506,13001
4205555,13001
4205605,13001
4205704,13001
4206108,13001
4206207,13001
4206306,13001
4206405,13001
4206504,13001
4206603,13001
4206652,13001
4206702,13001
4206751,13001
4206801,13001
4206900,13001
4207007,13001
4207205,13001
4207304,13001
4207403,13001
4207502,13001
4207577,13001
4207601,13001
4207650,13001
4207684,13001
4207700,13001
4207759,13001
4207858,13001
4207908,13001
4208005,13001
4208104,13001
4208401,13001
4208450,13001
4208500,13001
4208609,13001
4208708,13001
4208807,13001
4208906,13000
4208955,13001
4209003,13001
4209102,13000
4209151,13001
4209177,13001
4209201,13001
4209300,13000
4209409,13001
4209458,13001
4209607,13001
4209706,13001
4209805,13001
4209904,13001
4210035,13001
4210100,13001
