CD_MUN,cluster_final
2615508,5001
2615607,5001
2615706,5001
2615805,5001
2615904,5001
2616001,5001
2616100,5001
2616183,5001
2616209,5001
2616308,5001
2616407,5001
2616506,5001
2700102,5001
2700201,5001
2700300,5001
2700409,5001
2700508,5001
2700706,5001
2700805,5001
2700904,5001
2701001,5001
2701209,5001
2701308,5001
2701357,5001
2701407,5001
2701506,5001
2701605,5001
2701704,5001
2701803,5001
2701902,5001
2702009,5001
2702108,5001
2702306,5001
2702355,5001
2702405,5001
2702504,5001
2702603,5001
2702801,5001
2702900,5001
2703007,5001
2703106,5001
2703205,5001
2703304,5001
2703403,5001
2703502,5001
2703601,5001
2703700,5001
2703759,5001
2703809,5001
2703908,5001
2704005,5001
2704203,5001
2704302,5000
2704401,5001
2704500,5001
2704609,5001
2704708,5001
2704807,5001
2704906,5001
2705002,5001
2705101,5001
2705200,5001
2705408,5001
2705507,5001
2705606,5001
2705804,5001
2705903,5001
2706000,5001
2706109,5001
2706208,5001
2706307,5001
2706406,5001
2706422,5001
2706505,5001
2706604,5001
2706703,5001
2706901,5001
2707008,5001
2707107,5001
2707206,5001
2707305,5001
2707404,5001
2707503,5001
2707602,5001
2707701,5001
2707909,5001
2708006,5001
2708105,5001
2708204,5001
2708303,5001
2708402,5001
2708501,5001
2708600,5001
2708709,5001
2708808,5001
2708907,5001
2708956,5001
2709004,5001
2709103,5001
2709152,5001
2709202,5001
2709301,5001
2709400,5001
2800100,5001
2800209,5001
2800308,5000
2800407,5001
2800506,5001
2800605,5001
2800670,5001
2800704,5001
2801009,5001
2801108,5001
2801207,5001
2801306,5001
2801405,5001
2801504,5001
2801603,5001
2801702,5001
2801900,5001
2802007,5001
2802106,5001
2802205,5001
2802304,5001
2802403,5001
2802502,5001
2802601,5001
2802700,5001
2802809,5001
2802908,5001
2803005,5001
2803104,5001
2803203,5001
2803302,5001
2803401,5001
2803500,5001
2803609,5001
2803708,5001
2803807,5001
2803906,5001
2804003,5001
2804102,5001
2804201,5001
2804300,5001
2804409,5001
2804458,5001
2804508,5001
2804607,5001
2804706,5001
2804805,5001
2804904,5001
2805000,5001
2805109,5001
2805208,5001
2805307,5001
2805406,5001
2805505,5001
2805604,5001
2805703,5001
2805802,5001
2805901,5001
2806008,5001
2806107,5001
2806305,5001
2806404,5001
2806503,5001
2806602,5001
2806701,5001
2806909,5001
2807006,5001
2807105,5001
2807204,5001
2807303,5001
2807402,5001
2807501,5001
2807600,5001
2900108,5001
2900207,5001
2900306,5001
2900355,5001
2900405,5001
2900504,5001
2900702,5001
2900900,5001
2901007,5001
2901106,5001
2901155,5001
2901205,5001
2901304,5001
2901403,5001
2901601,5001
2901700,5001
2901809,5001
2901908,5001
2901957,5001
2902005,5001
2902054,5001
2902104,5001
2902203,5001
2902252,5001
2902302,5001
2902500,5001
2902609,5001
2902658,5001
2902708,5001
2902807,5001
2903003,5001
2903102,5001
2903201,5001
2903235,5001
2903276,5001
2903300,5001
2903409,5001
2903508,5001
2903607,5001
2903706,5001
2903805,5001
2903904,5001
2903953,5001
2904001,5001
2904050,5001
2904100,5001
2904308,5001
2904407,5001
2904506,5001
2904605,5001
2904704,5001
2904753,5001
2904852,5001
2904902,5001
2905008,5001
2905107,5001
2905156,5001
2905206,5001
2905305,5001
2905503,5001
2905602,5001
2905701,5001
2905800,5001
2905909,5001
2906006,5001
2906105,5001
2906204,5001
2906303,5001
2906402,5001
2906501,5001
2906600,5001
2906709,5001
2906808,5001
2906824,5001
2906857,5001
2906873,5001
2906899,5001
2906907,5001
2907103,5001
2907202,5001
2907301,5001
2907400,5001
2907509,5001
2907608,5001
2907707,5001
2907806,5001
2907905,5001
2908002,5001
2908101,5001
2908200,5001
2908309,5001
2908408,5001
2908507,5001
2908606,5001
2908705,5001
2908804,5001
2908903,5001
2909109,5001
2909208,5001
2909307,5001
2909406,5001
2909505,5001
2909604,5001
2909703,5001
2909802,5001
2909901,5001
2910008,5001
2910057,5001
2910206,5001
2910305,5001
2910404,5001
2910503,5001
2910602,5001
2910701,5001
2910727,5001
2910750,5001
2910776,5001
2910800,5000
2910909,5001
2911006,5001
2911105,5001
2911204,5001
2911253,5001
2911303,6000
2911402,6000
2911501,6000
2911600,6000
2911659,6000
2911709,6000
2911808,6000
2911857,6000
2911907,6000
2912004,6000
2912103,6000
2912202,6000
2912301,6000
2912400,6000
2912608,6000
2912707,6000
2912806,6000
2912905,6000
2913002,6000
2913101,6000
2913200,6000
2913309,6000
2913408,6000
2913457,6000
2913507,6000
2913606,6000
2913705,6000
2913804,6000
2913903,6000
2914000,6000
2914109,6000
2914208,6000
2914307,6000
2914406,6000
2914505,6000
2914604,6000
2914703,6000
2914802,6000
2914901,6000
2915007,6000
2915106,6000
2915205,6000
2915304,6000
2915353,6000
2915403,6000
2915502,6000
2915601,6000
2915700,6000
2915809,6000
2915908,6000
2916005,6000
2916203,6000
2916302,6000
2916401,6000
2916500,6000
2916609,6000
2916708,6000
2916807,6000
2916856,6000
2916906,6000
2917003,6000
2917102,6000
2917201,6000
2917300,6000
2917334,6000
2917359,6000
2917409,6000
2917508,6000
2917607,6000
2917706,6000
2917805,6000
2917904,6000
2918001,6000
2918100,6000
2918209,6000
2918308,6000
2918357,6000
2918407,6000
2918456,6000
2918506,6000
2918555,6000
2918605,6000
2918704,6000
2918803,6000
2919009,6000
2919058,6000
2919108,6000
2919157,6000
2919207,6000
2919306,6000
2919405,6000
2919553,6000
2919603,6000
2919702,6000
2919801,6000
2919900,6000
2919926,6000
2919959,6000
2920007,6000
2920106,6000
2920205,6000
2920304,6000
2920403,6000
2920452,6000
2920502,6000
2920601,6000
2920700,6000
2920809,6000
2920908,6000
2921005,6000
2921054,6000
2921104,6000
2921203,6000
2921302,6000
2921401,6000
2921450,6000
2921500,6000
2921708,6000
2921807,6000
2921906,6000
2922052,6000
2922102,6000
2922201,6000
2922250,6000
2922300,6000
2922409,6000
2922508,6000
2922607,6000
2922656,6000
2922706,6000
2922730,6000
2922755,6000
2922805,6000
2922854,6000
2922904,6000
2923035,6000
2923050,6000
2923100,6000
2923209,6000
2923308,6000
2923357,6000
2923407,6000
2923506,6000
2923704,6000
2923803,6000
2924009,6000
2924058,6000
2924108,6000
2924207,6000
2924306,6000
2924405,6000
2924504,6000
2924603,6000
2924652,6000
2924678,6000
2924702,6000
2924801,6000
2924900,6000
2925006,6000
2925105,6000
2925204,6000
2925253,6000
2925402,6000
2925501,6000
2925600,6000
2925709,6000
2925758,6000
2925808,6000
2925907,6000
2925931,6000
2925956,6000
2926004,6000
2926103,6000
2926202,6000
2926301,6000
2926400,6000
2926509,6000
2926608,6000
2926707,6000
2926806,6000
2926905,6000
2927002,6000
2927101,6000
2927200,6000
2927309,6000
2927408,6001
2927507,6000
2927606,6000
2927804,6000
2927903,6000
2928000,6000
2928059,6000
2928109,6000
2928208,6000
2928307,6000
2928406,6000
2928505,6000
2928604,6000
2928703,6000
2928802,6000
2928901,6000
2928950,6000
2929008,6000
2929057,6000
2929107,6000
2929206,6000
2929255,6000
2929305,6000
2929354,6000
2929370,6000
2929404,6000
2929503,6000
2929602,6000
2929701,6000
2929750,6000
2929800,6000
2929909,6000
2930006,6000
2930105,6000
2930154,6000
2930204,6000
2930303,6000
2930402,6000
2930501,6000
2930600,6000
2930709,6000
2930758,6000
2930766,6000
2930808,6000
2930907,6000
2931004,6000
2931103,6000
2931202,6000
2931301,6000
2931350,6000
2931400,6000
2931509,6000
